"Cycle"  "Average State"  "Average Threshold"  "Clusters"
  5621    0.0716    0.1845      5731
  5622    0.0408    0.1913      6833
  5623    0.0015    0.1872      7694
  5624   -0.0410    0.1715      7720
  5625   -0.0803    0.1460      7113
  5626   -0.1133    0.1133      6190
  5627   -0.1408    0.0744      6239
  5628   -0.1601    0.0316      6771
  5629   -0.1665   -0.0110      6995
  5630   -0.1604   -0.0508      5804
  5631   -0.1459   -0.0851      4408
  5632   -0.1310   -0.1154      4822
  5633   -0.1167   -0.1432      5849
  5634   -0.0995   -0.1657      5519
  5635   -0.0779   -0.1819      6023
  5636   -0.0495   -0.1912      7344
  5637   -0.0138   -0.1905      8119
  5638    0.0249   -0.1797      7730
  5639    0.0667   -0.1580      6828
  5640    0.1035   -0.1275      5968
  5641    0.1324   -0.0903      5804
  5642    0.1517   -0.0499      5144
  5643    0.1610   -0.0081      4800
  5644    0.1604    0.0323      4711
  5645    0.1491    0.0683      5442
  5646    0.1326    0.0993      6042
  5647    0.1160    0.1261      5500
  5648    0.1014    0.1495      4743
  5649    0.0837    0.1683      4883
  5650    0.0587    0.1804      5088
  5651    0.0278    0.1839      6181
  5652   -0.0090    0.1771      7805
  5653   -0.0465    0.1608      8175
  5654   -0.0839    0.1355      7865
  5655   -0.1133    0.1032      7272
  5656   -0.1331    0.0672      5977
  5657   -0.1463    0.0286      5860
  5658   -0.1514   -0.0103      6131
  5659   -0.1478   -0.0470      6407
  5660   -0.1369   -0.0802      5519
  5661   -0.1204   -0.1083      4629
  5662   -0.1037   -0.1320      5230
  5663   -0.0878   -0.1520      6175
  5664   -0.0669   -0.1662      5817
  5665   -0.0387   -0.1721      6240
  5666   -0.0057   -0.1694      7377
  5667    0.0324   -0.1570      7396
  5668    0.0709   -0.1350      7001
  5669    0.1034   -0.1050      6196
  5670    0.1267   -0.0704      5605
  5671    0.1397   -0.0336      5584
  5672    0.1438    0.0029      5202
  5673    0.1420    0.0382      5129
  5674    0.1352    0.0716      4977
  5675    0.1225    0.1006      5433
  5676    0.1061    0.1255      6169
  5677    0.0887    0.1452      5901
  5678    0.0712    0.1611      4954
  5679    0.0476    0.1710      5098
  5680    0.0175    0.1718      5327
  5681   -0.0194    0.1627      6407
  5682   -0.0609    0.1421      8330
  5683   -0.0996    0.1121      8615
  5684   -0.1278    0.0759      7858
  5685   -0.1420    0.0382      6944
  5686   -0.1445    0.0017      5568
  5687   -0.1395   -0.0325      5281
  5688   -0.1331   -0.0648      5516
  5689   -0.1232   -0.0944      6021
  5690   -0.1112   -0.1204      5760
  5691   -0.0932   -0.1416      5496
  5692   -0.0745   -0.1579      5960
  5693   -0.0552   -0.1692      6787
  5694   -0.0289   -0.1730      6287
  5695    0.0037   -0.1685      6877
  5696    0.0406   -0.1537      7074
  5697    0.0773   -0.1294      6391
  5698    0.1067   -0.0985      6319
  5699    0.1270   -0.0637      5840
  5700    0.1355   -0.0283      5540
  5701    0.1337    0.0050      5659
  5702    0.1268    0.0358      5483
  5703    0.1194    0.0649      5080
  5704    0.1096    0.0913      4866
  5705    0.0958    0.1132      5619
  5706    0.0785    0.1306      6503
  5707    0.0615    0.1442      6412
  5708    0.0418    0.1523      5369
  5709    0.0169    0.1535      5362
  5710   -0.0143    0.1464      5417
  5711   -0.0469    0.1301      6533
  5712   -0.0788    0.1063      7833
  5713   -0.1070    0.0766      8007
  5714   -0.1231    0.0433      7293
  5715   -0.1280    0.0101      6664
  5716   -0.1246   -0.0204      5413
  5717   -0.1156   -0.0485      5191
  5718   -0.1050   -0.0739      5667
  5719   -0.0930   -0.0959      5735
  5720   -0.0787   -0.1136      5456
  5721   -0.0617   -0.1268      5817
  5722   -0.0441   -0.1355      6492
  5723   -0.0260   -0.1394      7101
  5724   -0.0031   -0.1378      6546
  5725    0.0274   -0.1278      6189
  5726    0.0595   -0.1089      6346
  5727    0.0879   -0.0830      6180
  5728    0.1091   -0.0525      6237
  5729    0.1205   -0.0209      5867
  5730    0.1222    0.0103      5428
  5731    0.1132    0.0378      5889
  5732    0.1011    0.0615      5771
  5733    0.0865    0.0816      5603
  5734    0.0731    0.0980      5572
  5735    0.0584    0.1105      5901
  5736    0.0449    0.1198      6122
  5737    0.0281    0.1251      6499
  5738    0.0095    0.1251      6031
  5739   -0.0135    0.1186      5712
  5740   -0.0425    0.1040      5588
  5741   -0.0754    0.0808      6404
  5742   -0.1054    0.0509      7884
  5743   -0.1250    0.0164      7458
  5744   -0.1305   -0.0170      6999
  5745   -0.1206   -0.0463      6253
  5746   -0.1035   -0.0703      5341
  5747   -0.0836   -0.0889      5492
  5748   -0.0669   -0.1033      5701
  5749   -0.0527   -0.1147      5675
  5750   -0.0384   -0.1226      5911
  5751   -0.0233   -0.1266      6603
  5752   -0.0056   -0.1259      7106
  5753    0.0164   -0.1191      7274
  5754    0.0412   -0.1059      6924
  5755    0.0703   -0.0851      6180
  5756    0.1013   -0.0560      5747
  5757    0.1272   -0.0208      5072
  5758    0.1396    0.0157      5128
  5759    0.1349    0.0494      5216
  5760    0.1199    0.0773      5435
  5761    0.0989    0.0994      6123
  5762    0.0764    0.1155      5965
  5763    0.0562    0.1267      5793
  5764    0.0373    0.1333      5963
  5765    0.0199    0.1362      6146
  5766    0.0011    0.1337      6207
  5767   -0.0180    0.1264      6790
  5768   -0.0386    0.1144      6278
  5769   -0.0613    0.0965      5608
  5770   -0.0872    0.0710      5786
  5771   -0.1120    0.0398      6564
  5772   -0.1309    0.0050      7629
  5773   -0.1349   -0.0291      6754
  5774   -0.1273   -0.0593      6139
  5775   -0.1091   -0.0842      6029
  5776   -0.0871   -0.1030      5742
  5777   -0.0638   -0.1157      6006
  5778   -0.0407   -0.1228      6105
  5779   -0.0190   -0.1251      6010
  5780    0.0022   -0.1224      5904
  5781    0.0204   -0.1149      6551
  5782    0.0383   -0.1033      6729
  5783    0.0552   -0.0873      6814
  5784    0.0724   -0.0672      6331
  5785    0.0906   -0.0424      5858
  5786    0.1103   -0.0123      5524
  5787    0.1247    0.0209      5097
  5788    0.1272    0.0527      5100
  5789    0.1168    0.0804      5339
  5790    0.0980    0.1028      5996
  5791    0.0731    0.1180      6174
  5792    0.0478    0.1266      6145
  5793    0.0219    0.1290      6351
  5794   -0.0028    0.1253      6144
  5795   -0.0247    0.1164      6419
  5796   -0.0436    0.1027      7065
  5797   -0.0605    0.0855      7362
  5798   -0.0728    0.0658      6172
  5799   -0.0855    0.0422      5157
  5800   -0.0990    0.0163      5205
  5801   -0.1125   -0.0136      5527
  5802   -0.1211   -0.0448      6345
  5803   -0.1195   -0.0748      7046
  5804   -0.1074   -0.1007      6649
  5805   -0.0880   -0.1203      6070
  5806   -0.0617   -0.1330      6147
  5807   -0.0342   -0.1382      6566
  5808   -0.0057   -0.1356      6407
  5809    0.0220   -0.1267      6521
  5810    0.0481   -0.1108      6377
  5811    0.0711   -0.0899      6175
  5812    0.0871   -0.0657      5919
  5813    0.0952   -0.0406      6372
  5814    0.0975   -0.0160      5766
  5815    0.1017    0.0100      4925
  5816    0.1059    0.0369      4923
  5817    0.1087    0.0648      5513
  5818    0.1064    0.0917      5019
  5819    0.0950    0.1141      5339
  5820    0.0719    0.1295      6493
  5821    0.0441    0.1372      6540
  5822    0.0152    0.1373      6417
  5823   -0.0154    0.1299      6842
  5824   -0.0429    0.1160      6386
  5825   -0.0674    0.0963      6694
  5826   -0.0859    0.0726      7428
  5827   -0.0967    0.0463      7337
  5828   -0.0971    0.0220      5892
  5829   -0.0932   -0.0008      4577
  5830   -0.0918   -0.0236      4622
  5831   -0.0919   -0.0466      4843
  5832   -0.0944   -0.0707      5814
  5833   -0.0938   -0.0943      7427
  5834   -0.0833   -0.1140      7388
  5835   -0.0601   -0.1261      6590
  5836   -0.0306   -0.1299      6797
  5837   -0.0017   -0.1264      7367
  5838    0.0262   -0.1161      6637
  5839    0.0521   -0.0993      6081
  5840    0.0745   -0.0777      5597
  5841    0.0896   -0.0529      5255
  5842    0.0944   -0.0284      5410
  5843    0.0906   -0.0064      5900
  5844    0.0839    0.0136      5734
  5845    0.0806    0.0329      5305
  5846    0.0786    0.0523      5460
  5847    0.0805    0.0724      5818
  5848    0.0810    0.0926      4847
  5849    0.0707    0.1093      5115
  5850    0.0478    0.1183      7059
  5851    0.0193    0.1189      7890
  5852   -0.0106    0.1125      7041
  5853   -0.0383    0.0994      6859
  5854   -0.0645    0.0799      6227
  5855   -0.0833    0.0569      6254
  5856   -0.0928    0.0322      7014
  5857   -0.0920    0.0090      6567
  5858   -0.0824   -0.0101      5282
  5859   -0.0713   -0.0269      4390
  5860   -0.0639   -0.0415      4695
  5861   -0.0621   -0.0565      4756
  5862   -0.0653   -0.0729      5163
  5863   -0.0683   -0.0903      7299
  5864   -0.0626   -0.1057      8479
  5865   -0.0404   -0.1132      7521
  5866   -0.0092   -0.1116      6919
  5867    0.0216   -0.1024      7273
  5868    0.0471   -0.0872      6391
  5869    0.0658   -0.0684      6014
  5870    0.0795   -0.0462      5305
  5871    0.0871   -0.0237      4812
  5872    0.0844   -0.0027      4916
  5873    0.0725    0.0145      5856
  5874    0.0589    0.0272      5929
  5875    0.0492    0.0385      5337
  5876    0.0464    0.0493      5662
  5877    0.0484    0.0620      6193
  5878    0.0524    0.0754      5253
  5879    0.0493    0.0877      5339
  5880    0.0319    0.0939      7290
  5881    0.0059    0.0920      7987
  5882   -0.0181    0.0843      6865
  5883   -0.0377    0.0721      6682
  5884   -0.0535    0.0566      5913
  5885   -0.0664    0.0386      5674
  5886   -0.0738    0.0192      6469
  5887   -0.0732    0.0010      6983
  5888   -0.0614   -0.0133      5401
  5889   -0.0462   -0.0226      4734
  5890   -0.0345   -0.0295      4739
  5891   -0.0299   -0.0361      4500
  5892   -0.0312   -0.0439      5033
  5893   -0.0374   -0.0534      7397
  5894   -0.0370   -0.0626      9028
  5895   -0.0241   -0.0671      7611
  5896   -0.0029   -0.0653      6385
  5897    0.0153   -0.0588      6749
  5898    0.0315   -0.0493      6267
  5899    0.0431   -0.0371      5984
  5900    0.0525   -0.0225      5483
  5901    0.0607   -0.0061      4626
  5902    0.0599    0.0091      4678
  5903    0.0467    0.0193      6252
  5904    0.0293    0.0242      6149
  5905    0.0181    0.0269      5628
  5906    0.0134    0.0298      5577
  5907    0.0149    0.0338      5974
  5908    0.0204    0.0395      5966
  5909    0.0201    0.0452      5585
  5910    0.0071    0.0456      7644
  5911   -0.0113    0.0405      8597
  5912   -0.0266    0.0319      7010
  5913   -0.0372    0.0212      6039
  5914   -0.0452    0.0091      5184
  5915   -0.0511   -0.0043      4875
  5916   -0.0553   -0.0191      6148
  5917   -0.0518   -0.0324      6997
  5918   -0.0386   -0.0405      5682
  5919   -0.0203   -0.0427      5017
  5920   -0.0053   -0.0423      4843
  5921    0.0045   -0.0397      4471
  5922    0.0066   -0.0379      4873
  5923    0.0031   -0.0376      6610
  5924    0.0015   -0.0376      9092
  5925    0.0119   -0.0333      8391
  5926    0.0302   -0.0235      6911
  5927    0.0448   -0.0101      6864
  5928    0.0539    0.0047      5922
  5929    0.0591    0.0202      5391
  5930    0.0635    0.0364      5008
  5931    0.0630    0.0522      3911
  5932    0.0516    0.0642      4318
  5933    0.0304    0.0698      5859
  5934    0.0078    0.0688      5955
  5935   -0.0097    0.0637      5949
  5936   -0.0205    0.0568      5528
  5937   -0.0240    0.0496      5635
  5938   -0.0225    0.0436      6025
  5939   -0.0220    0.0381      6033
  5940   -0.0307    0.0292      7892
  5941   -0.0449    0.0161      8986
  5942   -0.0566    0.0004      7682
  5943   -0.0625   -0.0160      6457
  5944   -0.0642   -0.0324      5128
  5945   -0.0617   -0.0474      4670
  5946   -0.0557   -0.0604      5607
  5947   -0.0416   -0.0695      5897
  5948   -0.0215   -0.0725      5587
  5949    0.0012   -0.0697      5477
  5950    0.0226   -0.0619      4923
  5951    0.0381   -0.0501      4392
  5952    0.0446   -0.0382      4704
  5953    0.0443   -0.0267      6403
  5954    0.0427   -0.0164      8914
  5955    0.0478   -0.0040      8924
  5956    0.0550    0.0106      7277
  5957    0.0574    0.0255      7171
  5958    0.0562    0.0396      6191
  5959    0.0525    0.0522      5368
  5960    0.0466    0.0637      4854
  5961    0.0398    0.0725      4281
  5962    0.0264    0.0776      4494
  5963    0.0073    0.0768      5428
  5964   -0.0170    0.0694      5972
  5965   -0.0392    0.0566      6257
  5966   -0.0560    0.0400      6013
  5967   -0.0638    0.0232      5838
  5968   -0.0632    0.0074      6421
  5969   -0.0600   -0.0071      6868
  5970   -0.0591   -0.0215      8182
  5971   -0.0599   -0.0365      9023
  5972   -0.0572   -0.0507      7110
  5973   -0.0506   -0.0621      5707
  5974   -0.0437   -0.0721      4951
  5975   -0.0364   -0.0802      4713
  5976   -0.0261   -0.0856      5364
  5977   -0.0126   -0.0872      5942
  5978    0.0075   -0.0831      6027
  5979    0.0318   -0.0724      5599
  5980    0.0566   -0.0545      4759
  5981    0.0745   -0.0336      4487
  5982    0.0828   -0.0119      4729
  5983    0.0830    0.0089      5829
  5984    0.0782    0.0281      8444
  5985    0.0743    0.0465      8692
  5986    0.0722    0.0646      7277
  5987    0.0643    0.0795      6704
  5988    0.0512    0.0908      6238
  5989    0.0357    0.0978      5789
  5990    0.0227    0.1016      4984
  5991    0.0114    0.1032      4386
  5992   -0.0016    0.1011      4391
  5993   -0.0219    0.0935      5174
  5994   -0.0472    0.0789      6264
  5995   -0.0735    0.0576      6624
  5996   -0.0933    0.0315      6075
  5997   -0.1020    0.0042      5980
  5998   -0.1018   -0.0219      6993
  5999   -0.0951   -0.0451      7210
  6000   -0.0880   -0.0661      8288
  6001   -0.0813   -0.0855      9261
  6002   -0.0682   -0.1006      7393
  6003   -0.0469   -0.1101      5454
  6004   -0.0245   -0.1137      4329
  6005   -0.0063   -0.1129      4259
  6006    0.0073   -0.1095      5197
  6007    0.0206   -0.1025      6109
  6008    0.0404   -0.0898      6473
  6009    0.0658   -0.0702      5882
  6010    0.0915   -0.0439      5265
  6011    0.1099   -0.0138      4643
  6012    0.1172    0.0165      4393
  6013    0.1130    0.0448      5690
  6014    0.1006    0.0685      7754
  6015    0.0837    0.0874      8382
  6016    0.0686    0.1025      7602
  6017    0.0506    0.1128      6419
  6018    0.0280    0.1172      6050
  6019    0.0052    0.1154      5794
  6020   -0.0137    0.1094      5246
  6021   -0.0274    0.1007      4672
  6022   -0.0407    0.0888      4728
  6023   -0.0582    0.0724      5432
  6024   -0.0814    0.0494      6503
  6025   -0.1045    0.0200      6563
  6026   -0.1212   -0.0130      6059
  6027   -0.1271   -0.0462      6277
  6028   -0.1213   -0.0754      6806
  6029   -0.1038   -0.0990      7419
  6030   -0.0794   -0.1158      7294
  6031   -0.0552   -0.1263      7355
  6032   -0.0333   -0.1314      7199
  6033   -0.0106   -0.1311      5965
  6034    0.0129   -0.1248      4765
  6035    0.0328   -0.1139      4460
  6036    0.0485   -0.1003      5060
  6037    0.0632   -0.0825      6088
  6038    0.0791   -0.0606      6605
  6039    0.1005   -0.0328      6575
  6040    0.1231    0.0009      5609
  6041    0.1387    0.0374      4737
  6042    0.1431    0.0744      4141
  6043    0.1317    0.1063      4689
  6044    0.1052    0.1295      6135
  6045    0.0694    0.1431      8010
  6046    0.0356    0.1482      8368
  6047    0.0090    0.1466      7163
  6048   -0.0129    0.1409      6041
  6049   -0.0346    0.1292      5956
  6050   -0.0558    0.1130      5839
  6051   -0.0701    0.0935      5102
  6052   -0.0821    0.0715      4779
  6053   -0.0980    0.0452      5783
  6054   -0.1179    0.0127      6570
  6055   -0.1375   -0.0247      6861
  6056   -0.1491   -0.0637      6551
  6057   -0.1450   -0.1004      6208
  6058   -0.1259   -0.1300      6706
  6059   -0.0920   -0.1487      7046
  6060   -0.0518   -0.1564      6481
  6061   -0.0157   -0.1555      6412
